Antenna signal,Address Resolution Protocol,Arrival Time,Time since reference or first frame,Beacon Interval,BSS Id,Channel Num,Channel Frequency,Channel Width,Code,Complementary Code Keying (CCK),Country Information,Destination address,Data rate (Mb/s),Dynamic Host Configuration Protocol,Direction,DS status,Duration,Duration Start,Duration End,EAPOL Key Length,EAPOL Length,EAPOL Type,Epoch Time,ESS capabilities,Flag Retry,Frame length on the wire,Frame Number,Frame Type,GTK,Hardware type,Header length,IBSS status,IGTK,KCK,Key Data Length,KEK,Key MIC,Key Nonce,Logical-Link Control,MAC timestamp,Message number,More Data,NetBIOS Name Service,Orthogonal Frequency-Division Multiplexing (OFDM),Opcode,OUI,PMKID,PWR MGT,Present flags,TSFT,TSF timestamp,Protected flag,Protocol type,Reason code,Receiver address,Replay Counter,RX flags,Sender IP address,Sender MAC address,Sequence number,Signal strength (dBm),Source address,SSID,Subtype,Tag length,Tag,Target IP address,Target MAC address,Time to live,Time delta from previous captured frame,Time delta from previous displayed frame,Timestamp value,Timestamp echo reply,Transmitter address,Checksum Status,Checksum Code,Destination IP Address,ICMPv6 Excluded Multicast Address,ICMPv6 Nonce,ICMPv6 Multicast Address Records,IPv4 Address,Protocol,Acknowledgment Flag,Bad Checksum,Destination Port,FIN Flag,PUSH Flag,RTO based on delta from frame,SEQ/ACK analysis,Suspected Retransmission,Suspected Out-of-Order,SYN Flag,tcp.analysis.reused_ports,TCP payload,TCP Analysis Flags,TCP Spurious Retransmission,TCP Sequence Number,TCP Sequence Number (raw),TCP Source Port,Time since first frame in TCP stream,Time since previous frame in TCP stream,Transaction ID DNS,Destination Port UDP,Source Port UDP,Account,Authenticated in Frame,Command,Data,Length,Data Offset,Domain,Error Code Type,Generic Execute,Generic Read,Generic Write,GUID Handle File,Header Length,Host SMBv2,Multiplex ID,NT Status,Previous Session Id,Process Id,ProtocolId,Request/Response,Security Signatures,Server Component,Session Flags,Session Id,Tree Id,Write Length,Write Request,TLS Algorithm,Connection ID,Content Type,Description [TLS Message],Length [TLS Message],Level [TLS Message],Application Data Protocol [TLS],Handshake Type [TLS],Session Ticket Length [TLS],Version [TLS],Additional RRs,Answer RRs,Authoritative,Authority RRs,Broadcast Address,Client hardware address padding,Client IP address,Client MAC address,Connection,Content length,Content-Type,Cookie DHCP,Cookie SSH,Date,DH GEX Max,DH GEX Min,DH GEX Number of Bits,DHCP Server Identifier,DNS Additional Data length,DNS Response Flag,DNS Retransmission Flag,DNS query retransmission,DNS Questions,Domain Name,Domain Name Server,File Data,Full request URI,Group,Host,Hardware type,Host key type length,Host key length,Last-Modified [HTTP],Location,Message Code,M-SEARCH*HTTP/1.1\\r\\n,Message type [DHCP],Name,Name Length,Next server IP address,Next request in frame,Next response in frame,Non-authenticated data,Opcode,Packet Length [SSH],Packet Length (encrypted)  [SSH],Padding Length [SSH],Padding String [SSH],Relay agent IP address,Request Method,Request in frame,Request URI,Request URI Path,Request URI Query,Request URI Query Parameter,Request Version,Response line,Response Version,Response in frame,Response Phrase,Router,Server,Severity level,Status Code,Status Code Description,Supported Protocol,Time since request [HTTP],Transaction ID [DHCP],TCP Segment Len
"-32 dBm,-32 dBm,-33 dBm",,"Dec 10, 2020 21:53:29.535153000 GTB Standard Time",36.606911,,,13,2472MHz,,,FALSE,,,24,,,Not leaving DS or network is operating in AD-HOC mode (To DS: 0 From DS: 0),28\302\265s,13987997426\302\265s,13987997454\302\265s,,,,1607630010,,Frame is not being retransmitted,70,727,Control frame,,,56,,,,,,,,,13987997454,,No data buffered,,TRUE,,,,STA will stay up,1,"Present,Absent,Absent",13987997454,Data is not protected,,,50:3e:aa:e3:1f:be,,"Present,Absent,Absent",,,,-33 dBm,,,12,,,,,,0.000069,0.000069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"-61 dBm,-61 dBm,-68 dBm",,"Dec 10, 2020 21:53:29.535254000 GTB Standard Time",36.607012,,0c:9d:92:54:fe:30,13,2472MHz,20 MHz,,FALSE,,00:0c:29:ec:72:02,,,,Frame from STA to DS via an AP (To DS: 1 From DS: 0),,,,,,,1607630010,,Frame is not being retransmitted,170,728,Data frame,,,64,,,,,,,,1,,,No data buffered,,FALSE,,,,STA will stay up,1,"Absent,Absent,Absent",,Data is protected,,,0c:9d:92:54:fe:30,,"Present,Absent,Absent",,,18,-68 dBm,50:3e:aa:e3:1f:be,,8,,,,,,0.000101,0.000101,,,50:3e:aa:e3:1f:be,,,192.168.2.239,,,,192.168.2.190,TCP,Not set,0xa5e6,389,Not set,Not set,,,,,Set,1,,,,0,3403844534,61212,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sequence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chat,,,,,,0
"-32 dBm,-32 dBm,-33 dBm",,"Dec 10, 2020 21:53:29.535256000 GTB Standard Time",36.607014,,,13,2472MHz,,,FALSE,,,24,,,Not leaving DS or network is operating in AD-HOC mode (To DS: 0 From DS: 0),32\302\265s,13987997544\302\265s,13987997576\302\265s,,,,1607630010,,Frame is not being retransmitted,88,729,Control frame,,,56,,,,,,,,,13987997576,,No data buffered,,TRUE,,,,STA will stay up,1,"Present,Absent,Absent",13987997576,Data is not protected,,,50:3e:aa:e3:1f:be,,"Present,Absent,Absent",,,,-33 dBm,,,9,,,,,,0.000002,0.000002,,,0c:9d:92:54:fe:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"-32 dBm,-32 dBm,-33 dBm",,"Dec 10, 2020 21:53:29.535723000 GTB Standard Time",36.607481,,,13,2472MHz,,,FALSE,,,24,,,Not leaving DS or network is operating in AD-HOC mode (To DS: 0 From DS: 0),32\302\265s,13987998015\302\265s,13987998047\302\265s,,,,1607630010,,Frame is not being retransmitted,79,730,Control frame,,,56,,,,,,,,,13987998047,,No data buffered,,TRUE,,,,STA will stay up,1,"Present,Absent,Absent",13987998047,Data is not protected,,,50:3e:aa:e3:1f:be,,"Present,Absent,Absent",,,,-33 dBm,,,5,,,,,,0.000467,0.000467,,,0c:9d:92:54:fe:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"-32 dBm,-32 dBm,-33 dBm",,"Dec 10, 2020 21:53:29.536133000 GTB Standard Time",36.607891,,,13,2472MHz,,,FALSE,,,24,,,Not leaving DS or network is operating in AD-HOC mode (To DS: 0 From DS: 0),32\302\265s,13987998427\302\265s,13987998459\302\265s,,,,1607630010,,Frame is not being retransmitted,79,731,Control frame,,,56,,,,,,,,,13987998459,,No data buffered,,TRUE,,,,STA will stay up,1,"Present,Absent,Absent",13987998459,Data is not protected,,,50:3e:aa:e3:1f:be,,"Present,Absent,Absent",,,,-33 dBm,,,5,,,,,,0.00041,0.00041,,,0c:9d:92:54:fe:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"-32 dBm,-32 dBm,-33 dBm",,"Dec 10, 2020 21:53:29.536767000 GTB Standard Time",36.608525,,,13,2472MHz,,,FALSE,,,24,,,Not leaving DS or network is operating in AD-HOC mode (To DS: 0 From DS: 0),28\302\265s,13987999065\302\265s,13987999093\302\265s,,,,1607630010,,Frame is not being retransmitted,76,732,Control frame,,,56,,,,,,,,,13987999093,,No data buffered,,TRUE,,,,STA will stay up,1,"Present,Absent,Absent",13987999093,Data is not protected,,,50:3e:aa:e3:1f:be,,"Present,Absent,Absent",,,,-33 dBm,,,11,,,,,,0.000634,0.000634,,,0c:9d:92:54:fe:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"-63 dBm,-63 dBm,-72 dBm",,"Dec 10, 2020 21:53:29.536815000 GTB Standard Time",36.608573,,,13,2472MHz,,,FALSE,,,24,,,Not leaving DS or network is operating in AD-HOC mode (To DS: 0 From DS: 0),28\302\265s,13987999108\302\265s,13987999136\302\265s,,,,1607630010,,Frame is not being retransmitted,70,733,Control frame,,,56,,,,,,,,,13987999136,,No data buffered,,TRUE,,,,STA will stay up,1,"Present,Absent,Absent",13987999136,Data is not protected,,,0c:9d:92:54:fe:30,,"Present,Absent,Absent",,,,-72 dBm,,,12,,,,,,0.000048,0.000048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"-32 dBm,-32 dBm,-32 dBm",,"Dec 10, 2020 21:53:29.536976000 GTB Standard Time",36.608734,,0c:9d:92:54:fe:30,13,2472MHz,20 MHz,,FALSE,,50:3e:aa:e3:1f:be,,,,Frame from DS to a STA via AP(To DS: 0 From DS: 1),,,,,,,1607630010,,Frame is not being retransmitted,170,734,Data frame,,,64,,,,,,,,1,,,No data buffered,,FALSE,,,,STA will stay up,1,"Absent,Absent,Absent",,Data is protected,,,50:3e:aa:e3:1f:be,,"Present,Absent,Absent",,,22,-32 dBm,00:0c:29:ec:72:02,,8,,,,,,0.000161,0.000161,,,0c:9d:92:54:fe:30,,,192.168.2.190,,,,192.168.2.239,TCP,Set,0x1ef5,61212,Not set,Not set,,1,,,Set,1,,,,0,409233773,389,0.001722,0.001722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sequence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chat,,,,,,0
"-32 dBm,-32 dBm,-33 dBm",,"Dec 10, 2020 21:53:29.536978000 GTB Standard Time",36.608736,,,13,2472MHz,,,FALSE,,,24,,,Not leaving DS or network is operating in AD-HOC mode (To DS: 0 From DS: 0),28\302\265s,13987999276\302\265s,13987999304\302\265s,,,,1607630010,,Frame is not being retransmitted,76,735,Control frame,,,56,,,,,,,,,13987999304,,No data buffered,,TRUE,,,,STA will stay up,1,"Present,Absent,Absent",13987999304,Data is not protected,,,50:3e:aa:e3:1f:be,,"Present,Absent,Absent",,,,-33 dBm,,,11,,,,,,0.000002,0.000002,,,0c:9d:92:54:fe:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"-63 dBm,-63 dBm,-72 dBm",,"Dec 10, 2020 21:53:29.537011000 GTB Standard Time",36.608769,,,13,2472MHz,,,FALSE,,,24,,,Not leaving DS or network is operating in AD-HOC mode (To DS: 0 From DS: 0),28\302\265s,13987999320\302\265s,13987999348\302\265s,,,,1607630010,,Frame is not being retransmitted,70,736,Control frame,,,56,,,,,,,,,13987999348,,No data buffered,,TRUE,,,,STA will stay up,1,"Present,Absent,Absent",13987999348,Data is not protected,,,0c:9d:92:54:fe:30,,"Present,Absent,Absent",,,,-72 dBm,,,12,,,,,,0.000033,0.000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"-32 dBm,-32 dBm,-33 dBm",,"Dec 10, 2020 21:53:29.537189000 GTB Standard Time",36.608947,,0c:9d:92:54:fe:30,13,2472MHz,20 MHz,,FALSE,,50:3e:aa:e3:1f:be,,,,Frame from DS to a STA via AP(To DS: 0 From DS: 1),,,,,,,1607630010,,Frame is being retransmitted,170,737,Data frame,,,64,,,,,,,,1,,,No data buffered,,FALSE,,,,STA will stay up,1,"Absent,Absent,Absent",,Data is protected,,Class 3 frame received from nonassociated STA,50:3e:aa:e3:1f:be,,"Present,Absent,Absent",,,22,-33 dBm,00:0c:29:ec:72:02,,8,,,,,,0.000178,0.000178,,,0c:9d:92:54:fe:30,,,192.168.2.190,,,,192.168.2.239,TCP,Set,0x1ef5,61212,Not set,Not set,,1,,1,Set,1,,1,,0,409233773,389,0.001935,0.000213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sequence,Sequence,Sequence",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Note,Chat,Warning",,,,,,0
"-32 dBm,-32 dBm,-33 dBm",,"Dec 10, 2020 21:53:29.537262000 GTB Standard Time",36.60902,,,13,2472MHz,,,FALSE,,,24,,,Not leaving DS or network is operating in AD-HOC mode (To DS: 0 From DS: 0),28\302\265s,13987999560\302\265s,13987999588\302\265s,,,,1607630010,,Frame is not being retransmitted,76,738,Control frame,,,56,,,,,,,,,13987999588,,No data buffered,,TRUE,,,,STA will stay up,1,"Present,Absent,Absent",13987999588,Data is not protected,,,50:3e:aa:e3:1f:be,,"Present,Absent,Absent",,,,-33 dBm,,,11,,,,,,0.000073,0.000073,,,0c:9d:92:54:fe:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"-63 dBm,-63 dBm,-71 dBm",,"Dec 10, 2020 21:53:29.537290000 GTB Standard Time",36.609048,,,13,2472MHz,,,FALSE,,,24,,,Not leaving DS or network is operating in AD-HOC mode (To DS: 0 From DS: 0),28\302\265s,13987999604\302\265s,13987999632\302\265s,,,,1607630010,,Frame is not being retransmitted,70,739,Control frame,,,56,,,,,,,,,13987999632,,No data buffered,,TRUE,,,,STA will stay up,1,"Present,Absent,Absent",13987999632,Data is not protected,,,0c:9d:92:54:fe:30,,"Present,Absent,Absent",,,,-71 dBm,,,12,,,,,,0.000028,0.000028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"-32 dBm,-32 dBm,-33 dBm",,"Dec 10, 2020 21:53:29.537454000 GTB Standard Time",36.609212,,0c:9d:92:54:fe:30,13,2472MHz,20 MHz,,FALSE,,50:3e:aa:e3:1f:be,,,,Frame from DS to a STA via AP(To DS: 0 From DS: 1),,,,,,,1607630010,,Frame is being retransmitted,170,740,Data frame,,,64,,,,,,,,1,,,No data buffered,,FALSE,,,,STA will stay up,1,"Absent,Absent,Absent",,Data is protected,,Class 3 frame received from nonassociated STA,50:3e:aa:e3:1f:be,,"Present,Absent,Absent",,,22,-33 dBm,00:0c:29:ec:72:02,,8,,,,,,0.000164,0.000164,,,0c:9d:92:54:fe:30,,,192.168.2.190,,,,192.168.2.239,TCP,Set,0x1ef5,61212,Not set,Not set,,1,,1,Set,1,,1,,0,409233773,389,0.0022,0.000265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sequence,Sequence,Sequence",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Note,Chat,Warning",,,,,,0
"-32 dBm,-32 dBm,-33 dBm",,"Dec 10, 2020 21:53:29.537930000 GTB Standard Time",36.609688,,,13,2472MHz,,,FALSE,,,24,,,Not leaving DS or network is operating in AD-HOC mode (To DS: 0 From DS: 0),28\302\265s,13988000231\302\265s,13988000259\302\265s,,,,1607630010,,Frame is not being retransmitted,76,741,Control frame,,,56,,,,,,,,,13988000259,,No data buffered,,TRUE,,,,STA will stay up,1,"Present,Absent,Absent",13988000259,Data is not protected,,,50:3e:aa:e3:1f:be,,"Present,Absent,Absent",,,,-33 dBm,,,11,,,,,,0.000476,0.000476,,,0c:9d:92:54:fe:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"-61 dBm,-61 dBm,-74 dBm",,"Dec 10, 2020 21:53:29.537977000 GTB Standard Time",36.609735,,,13,2472MHz,,,FALSE,,,24,,,Not leaving DS or network is operating in AD-HOC mode (To DS: 0 From DS: 0),28\302\265s,13988000275\302\265s,13988000303\302\265s,,,,1607630010,,Frame is not being retransmitted,70,742,Control frame,,,56,,,,,,,,,13988000303,,No data buffered,,TRUE,,,,STA will stay up,1,"Present,Absent,Absent",13988000303,Data is not protected,,,0c:9d:92:54:fe:30,,"Present,Absent,Absent",,,,-74 dBm,,,12,,,,,,0.000047,0.000047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"-32 dBm,-32 dBm,-32 dBm",,"Dec 10, 2020 21:53:29.538091000 GTB Standard Time",36.609849,,0c:9d:92:54:fe:30,13,2472MHz,20 MHz,,FALSE,,50:3e:aa:e3:1f:be,,,,Frame from DS to a STA via AP(To DS: 0 From DS: 1),,,,,,,1607630010,,Frame is being retransmitted,170,743,Data frame,,,64,,,,,,,,1,,,No data buffered,,FALSE,,,,STA will stay up,1,"Absent,Absent,Absent",,Data is protected,,Class 3 frame received from nonassociated STA,50:3e:aa:e3:1f:be,,"Present,Absent,Absent",,,22,-32 dBm,00:0c:29:ec:72:02,,8,,,,,,0.000114,0.000114,,,0c:9d:92:54:fe:30,,,192.168.2.190,,,,192.168.2.239,TCP,Set,0x1ef5,61212,Not set,Not set,,1,,1,Set,1,,1,,0,409233773,389,0.002837,0.000637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sequence,Sequence,Sequence",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Note,Chat,Warning",,,,,,0
"-63 dBm,-63 dBm,-72 dBm",,"Dec 10, 2020 21:53:29.538092000 GTB Standard Time",36.60985,,,13,2472MHz,,,FALSE,,,24,,,Not leaving DS or network is operating in AD-HOC mode (To DS: 0 From DS: 0),32\302\265s,13988000388\302\265s,13988000420\302\265s,,,,1607630010,,Frame is not being retransmitted,88,744,Control frame,,,56,,,,,,,,,13988000420,,No data buffered,,TRUE,,,,STA will stay up,1,"Present,Absent,Absent",13988000420,Data is not protected,,,0c:9d:92:54:fe:30,,"Present,Absent,Absent",,,,-72 dBm,,,9,,,,,,0.000001,0.000001,,,50:3e:aa:e3:1f:be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"-63 dBm,-63 dBm,-71 dBm",,"Dec 10, 2020 21:53:29.538688000 GTB Standard Time",36.610446,,,13,2472MHz,,,FALSE,,,24,,,Not leaving DS or network is operating in AD-HOC mode (To DS: 0 From DS: 0),28\302\265s,13988000985\302\265s,13988001013\302\265s,,,,1607630010,,Frame is not being retransmitted,76,745,Control frame,,,56,,,,,,,,,13988001013,,No data buffered,,TRUE,,,,STA will stay up,1,"Present,Absent,Absent",13988001013,Data is not protected,,,0c:9d:92:54:fe:30,,"Present,Absent,Absent",,,,-71 dBm,,,11,,,,,,0.000596,0.000596,,,50:3e:aa:e3:1f:be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"-32 dBm,-32 dBm,-33 dBm",,"Dec 10, 2020 21:53:29.538726000 GTB Standard Time",36.610484,,,13,2472MHz,,,FALSE,,,24,,,Not leaving DS or network is operating in AD-HOC mode (To DS: 0 From DS: 0),28\302\265s,13988001030\302\265s,13988001058\302\265s,,,,1607630010,,Frame is not being retransmitted,70,746,Control frame,,,56,,,,,,,,,13988001058,,No data buffered,,TRUE,,,,STA will stay up,1,"Present,Absent,Absent",13988001058,Data is not protected,,,50:3e:aa:e3:1f:be,,"Present,Absent,Absent",,,,-33 dBm,,,12,,,,,,0.000038,0.000038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"-61 dBm,-61 dBm,-68 dBm",,"Dec 10, 2020 21:53:29.539040000 GTB Standard Time",36.610798,,0c:9d:92:54:fe:30,13,2472MHz,20 MHz,,FALSE,,00:0c:29:ec:72:02,,,,Frame from STA to DS via an AP (To DS: 1 From DS: 0),,,,,,,1607630010,,Frame is being retransmitted,158,747,Data frame,,,64,,,,,,,,1,,,No data buffered,,FALSE,,,,STA will stay up,1,"Absent,Absent,Absent",,Data is protected,,Class 3 frame received from nonassociated STA,0c:9d:92:54:fe:30,,"Present,Absent,Absent",,,19,-68 dBm,50:3e:aa:e3:1f:be,,8,,,,,,0.000314,0.000314,,,50:3e:aa:e3:1f:be,,,192.168.2.239,,,,192.168.2.190,TCP,Set,0x5ec8,389,Not set,Not set,,1,,,Not set,1,,,,1,3403844535,61212,0.003786,0.000949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sequence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Note,,,,,,0
"-62 dBm,-62 dBm,-69 dBm",,"Dec 10, 2020 21:53:29.540208000 GTB Standard Time",36.611966,,0c:9d:92:54:fe:30,13,2472MHz,,,FALSE,,00:0c:29:ec:72:02,6.5,,,Frame from STA to DS via an AP (To DS: 1 From DS: 0),160\302\265s,,,,,,1607630010,,Frame is being retransmitted,142,748,Data frame,,,48,,,,,,,,1,,,No data buffered,,FALSE,,,,STA will stay up,1,"Absent,Absent,Absent",,Data is protected,,Class 3 frame received from nonassociated STA,0c:9d:92:54:fe:30,,"Present,Absent,Absent",,,19,-69 dBm,50:3e:aa:e3:1f:be,,8,,,,,,0.001168,0.001168,,,50:3e:aa:e3:1f:be,,,192.168.2.239,,,,192.168.2.190,TCP,Set,0x5ec8,389,Not set,Not set,,1,,,Not set,1,,1,,1,3403844535,61212,0.004954,0.001168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Assumption,Assumption,Sequence,Sequence",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warning,Warning,Note,Note",,,,,,0
"-32 dBm,-32 dBm,-33 dBm",,"Dec 10, 2020 21:53:29.540270000 GTB Standard Time",36.612028,,,13,2472MHz,,,FALSE,,,6,,,Not leaving DS or network is operating in AD-HOC mode (To DS: 0 From DS: 0),44\302\265s,13988002543\302\265s,13988002587\302\265s,,,,1607630010,,Frame is not being retransmitted,70,749,Control frame,,,56,,,,,,,,,13988002587,,No data buffered,,TRUE,,,,STA will stay up,1,"Present,Absent,Absent",13988002587,Data is not protected,,,50:3e:aa:e3:1f:be,,"Present,Absent,Absent",,,,-33 dBm,,,13,,,,,,0.000062,0.000062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"-61 dBm,-61 dBm,-70 dBm",,"Dec 10, 2020 21:53:29.540490000 GTB Standard Time",36.612248,,0c:9d:92:54:fe:30,13,2472MHz,20 MHz,,FALSE,,00:0c:29:ec:72:02,,,,Frame from STA to DS via an AP (To DS: 1 From DS: 0),,,,,,,1607630010,,Frame is not being retransmitted,508,750,Data frame,,,64,,,,,,,,1,,,No data buffered,,FALSE,,,,STA will stay up,1,"Absent,Absent,Absent",,Data is protected,,,0c:9d:92:54:fe:30,,"Present,Absent,Absent",,,20,-70 dBm,50:3e:aa:e3:1f:be,,8,,,,,,0.00022,0.00022,,,50:3e:aa:e3:1f:be,,,192.168.2.239,,,,192.168.2.190,TCP,Set,0x5199,389,Not set,Set,,1,,,Not set,,30840000015802010963840000014f04000a01000a0100020100020178010100870b6f62β\200\246,,,1,3403844535,61212,0.005236,0.000282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350
"-61 dBm,-61 dBm,-67 dBm",,"Dec 10, 2020 21:53:29.540677000 GTB Standard Time",36.612435,,0c:9d:92:54:fe:30,13,2472MHz,20 MHz,,FALSE,,00:0c:29:ec:72:02,,,,Frame from STA to DS via an AP (To DS: 1 From DS: 0),,,,,,,1607630010,,Frame is being retransmitted,508,751,Data frame,,,64,,,,,,,,1,,,No data buffered,,FALSE,,,,STA will stay up,1,"Absent,Absent,Absent",,Data is protected,,,0c:9d:92:54:fe:30,,"Present,Absent,Absent",,,20,-67 dBm,50:3e:aa:e3:1f:be,,8,,,,,,0.000187,0.000187,,,50:3e:aa:e3:1f:be,,,192.168.2.239,,,,192.168.2.190,TCP,Set,0x5199,389,Not set,Set,750,1,1,,Not set,1,30840000015802010963840000014f04000a01000a0100020100020178010100870b6f62β\200\246,1,,1,3403844535,61212,0.005423,0.000187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sequence,Sequence",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Note,Note",,,,,,350
