Antenna signal,Address Resolution Protocol,Arrival Time,Time since reference or first frame,Beacon Interval,BSS Id,Channel Num,Channel Frequency,Channel Width,Code,Complementary Code Keying (CCK),Country Information,Destination address,Data rate (Mb/s),Dynamic Host Configuration Protocol,Direction,DS status,Duration,Duration Start,Duration End,EAPOL Key Length,EAPOL Length,EAPOL Type,Epoch Time,ESS capabilities,Flag Retry,Frame length on the wire,Frame Number,Frame Type,GTK,Hardware type,Header length,IBSS status,IGTK,KCK,Key Data Length,KEK,Key MIC,Key Nonce,Logical-Link Control,MAC timestamp,Message number,More Data,NetBIOS Name Service,Orthogonal Frequency-Division Multiplexing (OFDM),Opcode,OUI,PMKID,PWR MGT,Present flags,TSFT,TSF timestamp,Protected flag,Protocol type,Reason code,Receiver address,Replay Counter,RX flags,Sender IP address,Sender MAC address,Sequence number,Signal strength (dBm),Source address,SSID,Subtype,Tag length,Tag,Target IP address,Target MAC address,Time to live,Time delta from previous captured frame,Time delta from previous displayed frame,Timestamp value,Timestamp echo reply,Transmitter address,Checksum Status,Checksum Code,Destination IP Address,ICMPv6 Excluded Multicast Address,ICMPv6 Nonce,ICMPv6 Multicast Address Records,IPv4 Address,Protocol,Acknowledgment Flag,Bad Checksum,Destination Port,FIN Flag,PUSH Flag,RTO based on delta from frame,SEQ/ACK analysis,Suspected Retransmission,Suspected Out-of-Order,SYN Flag,tcp.analysis.reused_ports,TCP payload,TCP Analysis Flags,TCP Spurious Retransmission,TCP Sequence Number,TCP Sequence Number (raw),TCP Source Port,Time since first frame in TCP stream,Time since previous frame in TCP stream,Transaction ID DNS,Destination Port UDP,Source Port UDP,Account,Authenticated in Frame,Command,Data,Length,Data Offset,Domain,Error Code Type,Generic Execute,Generic Read,Generic Write,GUID Handle File,Header Length,Host SMBv2,Multiplex ID,NT Status,Previous Session Id,Process Id,ProtocolId,Request/Response,Security Signatures,Server Component,Session Flags,Session Id,Tree Id,Write Length,Write Request,TLS Algorithm,Connection ID,Content Type,Description [TLS Message],Length [TLS Message],Level [TLS Message],Application Data Protocol [TLS],Handshake Type [TLS],Session Ticket Length [TLS],Version [TLS],Additional RRs,Answer RRs,Authoritative,Authority RRs,Broadcast Address,Client hardware address padding,Client IP address,Client MAC address,Connection,Content length,Content-Type,Cookie DHCP,Cookie SSH,Date,DH GEX Max,DH GEX Min,DH GEX Number of Bits,DHCP Server Identifier,DNS Additional Data length,DNS Response Flag,DNS Retransmission Flag,DNS query retransmission,DNS Questions,Domain Name,Domain Name Server,File Data,Full request URI,Group,Host,Hardware type,Host key type length,Host key length,Last-Modified [HTTP],Location,Message Code,M-SEARCH*HTTP/1.1\\r\\n,Message type [DHCP],Name,Name Length,Next server IP address,Next request in frame,Next response in frame,Non-authenticated data,Opcode,Packet Length [SSH],Packet Length (encrypted)  [SSH],Padding Length [SSH],Padding String [SSH],Relay agent IP address,Request Method,Request in frame,Request URI,Request URI Path,Request URI Query,Request URI Query Parameter,Request Version,Response line,Response Version,Response in frame,Response Phrase,Router,Server,Severity level,Status Code,Status Code Description,Supported Protocol,Time since request [HTTP],Transaction ID [DHCP]
"-61 dBm,-61 dBm,-69 dBm",,"Dec 10, 2020 21:53:29.412072000 GTB Standard Time",36.48383,,,13,2472MHz,,,FALSE,,,24,,,Not leaving DS or network is operating in AD-HOC mode (To DS: 0 From DS: 0),28\302\265s,13987874323\302\265s,13987874351\302\265s,,,,1607630009,,Frame is not being retransmitted,76,605,Control frame,,,56,,,,,,,,,13987874351,,No data buffered,,TRUE,,,,STA will stay up,β\234\223,"Present,Absent,Absent",13987874351,Data is not protected,,,0c:9d:92:54:fe:30,,"Present,Absent,Absent",,,,-69 dBm,,,11,,,,,,0.007181,0.007181,,,50:3e:aa:e3:1f:be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-61 dBm,-61 dBm,-70 dBm",,"Dec 10, 2020 21:53:29.412294000 GTB Standard Time",36.484052,,,13,2472MHz,,,FALSE,,,12,,,Not leaving DS or network is operating in AD-HOC mode (To DS: 0 From DS: 0),36\302\265s,13987874534\302\265s,13987874570\302\265s,,,,1607630009,,Frame is not being retransmitted,76,606,Control frame,,,56,,,,,,,,,13987874570,,No data buffered,,TRUE,,,,STA will stay up,β\234\223,"Present,Absent,Absent",13987874570,Data is not protected,,,0c:9d:92:54:fe:30,,"Present,Absent,Absent",,,,-70 dBm,,,11,,,,,,0.000222,0.000222,,,50:3e:aa:e3:1f:be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-62 dBm,-62 dBm,-70 dBm",,"Dec 10, 2020 21:53:29.412801000 GTB Standard Time",36.484559,,,13,2472MHz,,,FALSE,,,6,,,Not leaving DS or network is operating in AD-HOC mode (To DS: 0 From DS: 0),52\302\265s,13987875006\302\265s,13987875058\302\265s,,,,1607630009,,Frame is not being retransmitted,76,607,Control frame,,,56,,,,,,,,,13987875058,,No data buffered,,TRUE,,,,STA will stay up,β\234\223,"Present,Absent,Absent",13987875058,Data is not protected,,,0c:9d:92:54:fe:30,,"Present,Absent,Absent",,,,-70 dBm,,,11,,,,,,0.000507,0.000507,,,50:3e:aa:e3:1f:be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-32 dBm,-32 dBm,-33 dBm",,"Dec 10, 2020 21:53:29.412856000 GTB Standard Time",36.484614,,,13,2472MHz,,,FALSE,,,6,,,Not leaving DS or network is operating in AD-HOC mode (To DS: 0 From DS: 0),44\302\265s,13987875083\302\265s,13987875127\302\265s,,,,1607630009,,Frame is not being retransmitted,70,608,Control frame,,,56,,,,,,,,,13987875127,,No data buffered,,TRUE,,,,STA will stay up,β\234\223,"Present,Absent,Absent",13987875127,Data is not protected,,,50:3e:aa:e3:1f:be,,"Present,Absent,Absent",,,,-33 dBm,,,12,,,,,,0.000055,0.000055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-62 dBm,-62 dBm,-69 dBm",,"Dec 10, 2020 21:53:29.412985000 GTB Standard Time",36.484743,,0c:9d:92:54:fe:30,13,2472MHz,20 MHz,,FALSE,,00:0c:29:ec:72:02,,,,Frame from STA to DS via an AP (To DS: 1 From DS: 0),,,,,,,1607630009,,Frame is not being retransmitted,192,609,Data frame,,,64,,,,,,,,β\234\223,,,No data buffered,,FALSE,,,,STA will stay up,β\234\223,"Absent,Absent,Absent",,Data is protected,,,0c:9d:92:54:fe:30,,"Present,Absent,Absent",,,8,-69 dBm,50:3e:aa:e3:1f:be,,8,,,,,,0.000129,0.000129,,,50:3e:aa:e3:1f:be,,,192.168.2.239,,,,192.168.2.190,UDP,,,,,,,,,,,,,,,,,,,,0xd709,53,63165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,Message is a query,,,1,,,,,,,,,,,,,,,win-e8ip3o2gcf7.ad.awid2.com,28,,,,Unacceptable,Standard query,,,,,,,,,,,,,,,,,,,,,,,,
"-32 dBm,-32 dBm,-33 dBm",,"Dec 10, 2020 21:53:29.412993000 GTB Standard Time",36.484751,,,13,2472MHz,,,FALSE,,,24,,,Not leaving DS or network is operating in AD-HOC mode (To DS: 0 From DS: 0),32\302\265s,13987875236\302\265s,13987875268\302\265s,,,,1607630009,,Frame is not being retransmitted,88,610,Control frame,,,56,,,,,,,,,13987875268,,No data buffered,,TRUE,,,,STA will stay up,β\234\223,"Present,Absent,Absent",13987875268,Data is not protected,,,50:3e:aa:e3:1f:be,,"Present,Absent,Absent",,,,-33 dBm,,,9,,,,,,0.000008,0.000008,,,0c:9d:92:54:fe:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-32 dBm,-32 dBm,-33 dBm",,"Dec 10, 2020 21:53:29.413633000 GTB Standard Time",36.485391,,,13,2472MHz,,,FALSE,,,24,,,Not leaving DS or network is operating in AD-HOC mode (To DS: 0 From DS: 0),28\302\265s,13987875892\302\265s,13987875920\302\265s,,,,1607630009,,Frame is not being retransmitted,76,611,Control frame,,,56,,,,,,,,,13987875920,,No data buffered,,TRUE,,,,STA will stay up,β\234\223,"Present,Absent,Absent",13987875920,Data is not protected,,,50:3e:aa:e3:1f:be,,"Present,Absent,Absent",,,,-33 dBm,,,11,,,,,,0.00064,0.00064,,,0c:9d:92:54:fe:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-62 dBm,-62 dBm,-69 dBm",,"Dec 10, 2020 21:53:29.413637000 GTB Standard Time",36.485395,,,13,2472MHz,,,FALSE,,,24,,,Not leaving DS or network is operating in AD-HOC mode (To DS: 0 From DS: 0),28\302\265s,13987875935\302\265s,13987875963\302\265s,,,,1607630009,,Frame is not being retransmitted,70,612,Control frame,,,56,,,,,,,,,13987875963,,No data buffered,,TRUE,,,,STA will stay up,β\234\223,"Present,Absent,Absent",13987875963,Data is not protected,,,0c:9d:92:54:fe:30,,"Present,Absent,Absent",,,,-69 dBm,,,12,,,,,,0.000004,0.000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-33 dBm,-33 dBm,-33 dBm",,"Dec 10, 2020 21:53:29.413891000 GTB Standard Time",36.485649,,,13,2472MHz,,,FALSE,,,24,,,Not leaving DS or network is operating in AD-HOC mode (To DS: 0 From DS: 0),28\302\265s,13987876144\302\265s,13987876172\302\265s,,,,1607630009,,Frame is not being retransmitted,76,613,Control frame,,,56,,,,,,,,,13987876172,,No data buffered,,TRUE,,,,STA will stay up,β\234\223,"Present,Absent,Absent",13987876172,Data is not protected,,,50:3e:aa:e3:1f:be,,"Present,Absent,Absent",,,,-33 dBm,,,11,,,,,,0.000254,0.000254,,,0c:9d:92:54:fe:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-62 dBm,-62 dBm,-70 dBm",,"Dec 10, 2020 21:53:29.413895000 GTB Standard Time",36.485653,,,13,2472MHz,,,FALSE,,,24,,,Not leaving DS or network is operating in AD-HOC mode (To DS: 0 From DS: 0),28\302\265s,13987876187\302\265s,13987876215\302\265s,,,,1607630009,,Frame is not being retransmitted,70,614,Control frame,,,56,,,,,,,,,13987876215,,No data buffered,,TRUE,,,,STA will stay up,β\234\223,"Present,Absent,Absent",13987876215,Data is not protected,,,0c:9d:92:54:fe:30,,"Present,Absent,Absent",,,,-70 dBm,,,12,,,,,,0.000004,0.000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-32 dBm,-32 dBm,-33 dBm",,"Dec 10, 2020 21:53:29.414066000 GTB Standard Time",36.485824,,0c:9d:92:54:fe:30,13,2472MHz,20 MHz,,FALSE,,50:3e:aa:e3:1f:be,,,,Frame from DS to a STA via AP(To DS: 0 From DS: 1),,,,,,,1607630009,,Frame is being retransmitted,208,615,Data frame,,,64,,,,,,,,β\234\223,,,No data buffered,,FALSE,,,,STA will stay up,β\234\223,"Absent,Absent,Absent",,Data is protected,,,50:3e:aa:e3:1f:be,,"Present,Absent,Absent",,,13,-33 dBm,00:0c:29:ec:72:02,,8,,,,,3600,0.000171,0.000171,,,0c:9d:92:54:fe:30,,,192.168.2.190,,,,192.168.2.239,UDP,,,,,,,,,,,β\234\223,,,,,,,,,0xd709,63165,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,Server is an authority for domain,0,,,,,,,,,,,,,,,4,Message is a response,,,1,,,,,Sequence,,,,,,,,,,win-e8ip3o2gcf7.ad.awid2.com,28,,,,Unacceptable,Standard query,,,,,,,,,,,,,,,,,,,Note,,,,,
"-62 dBm,-62 dBm,-69 dBm",,"Dec 10, 2020 21:53:29.414074000 GTB Standard Time",36.485832,,,13,2472MHz,,,FALSE,,,54,,,Not leaving DS or network is operating in AD-HOC mode (To DS: 0 From DS: 0),28\302\265s,13987876305\302\265s,13987876333\302\265s,,,,1607630009,,Frame is not being retransmitted,88,616,Control frame,,,56,,,,,,,,,13987876333,,No data buffered,,TRUE,,,,STA will stay up,β\234\223,"Present,Absent,Absent",13987876333,Data is not protected,,,0c:9d:92:54:fe:30,,"Present,Absent,Absent",,,,-69 dBm,,,9,,,,,,0.000008,0.000008,,,50:3e:aa:e3:1f:be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-62 dBm,-62 dBm,-69 dBm",,"Dec 10, 2020 21:53:29.418278000 GTB Standard Time",36.490036,,,13,2472MHz,,,FALSE,,,24,,,Not leaving DS or network is operating in AD-HOC mode (To DS: 0 From DS: 0),28\302\265s,13987880554\302\265s,13987880582\302\265s,,,,1607630009,,Frame is not being retransmitted,76,617,Control frame,,,56,,,,,,,,,13987880582,,No data buffered,,TRUE,,,,STA will stay up,β\234\223,"Present,Absent,Absent",13987880582,Data is not protected,,,0c:9d:92:54:fe:30,,"Present,Absent,Absent",,,,-69 dBm,,,11,,,,,,0.004204,0.004204,,,50:3e:aa:e3:1f:be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-61 dBm,-61 dBm,-70 dBm",,"Dec 10, 2020 21:53:29.418609000 GTB Standard Time",36.490367,,,13,2472MHz,,,FALSE,,,12,,,Not leaving DS or network is operating in AD-HOC mode (To DS: 0 From DS: 0),36\302\265s,13987880863\302\265s,13987880899\302\265s,,,,1607630009,,Frame is not being retransmitted,76,618,Control frame,,,56,,,,,,,,,13987880899,,No data buffered,,TRUE,,,,STA will stay up,β\234\223,"Present,Absent,Absent",13987880899,Data is not protected,,,0c:9d:92:54:fe:30,,"Present,Absent,Absent",,,,-70 dBm,,,11,,,,,,0.000331,0.000331,,,50:3e:aa:e3:1f:be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-32 dBm,-32 dBm,-33 dBm",,"Dec 10, 2020 21:53:29.418624000 GTB Standard Time",36.490382,,,13,2472MHz,,,FALSE,,,12,,,Not leaving DS or network is operating in AD-HOC mode (To DS: 0 From DS: 0),32\302\265s,13987880920\302\265s,13987880952\302\265s,,,,1607630009,,Frame is not being retransmitted,70,619,Control frame,,,56,,,,,,,,,13987880952,,No data buffered,,TRUE,,,,STA will stay up,β\234\223,"Present,Absent,Absent",13987880952,Data is not protected,,,50:3e:aa:e3:1f:be,,"Present,Absent,Absent",,,,-33 dBm,,,12,,,,,,0.000015,0.000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-61 dBm,-61 dBm,-69 dBm",,"Dec 10, 2020 21:53:29.419705000 GTB Standard Time",36.491463,,0c:9d:92:54:fe:30,13,2472MHz,,,FALSE,,00:0c:29:ec:72:02,39,,,Frame from STA to DS via an AP (To DS: 1 From DS: 0),104\302\265s,,,,,,1607630009,,Frame is being retransmitted,349,620,Data frame,,,48,,,,,,,,β\234\223,,,No data buffered,,FALSE,,,,STA will stay up,β\234\223,"Absent,Absent,Absent",,Data is protected,,,0c:9d:92:54:fe:30,,"Present,Absent,Absent",,,9,-69 dBm,50:3e:aa:e3:1f:be,,8,,,,,,0.001081,0.001081,,,50:3e:aa:e3:1f:be,,,192.168.2.239,,,,192.168.2.190,UDP,,,,,,,,,,,β\234\223,,,,,,,,,,389,63166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Assumption,Assumption,Sequence",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warning,Warning,Note",,,,,
"-61 dBm,-61 dBm,-68 dBm",,"Dec 10, 2020 21:53:29.419951000 GTB Standard Time",36.491709,,0c:9d:92:54:fe:30,13,2472MHz,,,FALSE,,00:0c:29:ec:72:02,19.5,,,Frame from STA to DS via an AP (To DS: 1 From DS: 0),168\302\265s,,,,,,1607630009,,Frame is being retransmitted,349,621,Data frame,,,48,,,,,,,,β\234\223,,,No data buffered,,FALSE,,,,STA will stay up,β\234\223,"Absent,Absent,Absent",,Data is protected,,,0c:9d:92:54:fe:30,,"Present,Absent,Absent",,,9,-68 dBm,50:3e:aa:e3:1f:be,,8,,,,,,0.000246,0.000246,,,50:3e:aa:e3:1f:be,,,192.168.2.239,,,,192.168.2.190,UDP,,,,,,,,,,,β\234\223,,,,,,,,,,389,63166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Assumption,Assumption,Sequence",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warning,Warning,Note",,,,,
"-32 dBm,-32 dBm,-33 dBm",,"Dec 10, 2020 21:53:29.419975000 GTB Standard Time",36.491733,,,13,2472MHz,,,FALSE,,,12,,,Not leaving DS or network is operating in AD-HOC mode (To DS: 0 From DS: 0),32\302\265s,13987882262\302\265s,13987882294\302\265s,,,,1607630009,,Frame is not being retransmitted,70,622,Control frame,,,56,,,,,,,,,13987882294,,No data buffered,,TRUE,,,,STA will stay up,β\234\223,"Present,Absent,Absent",13987882294,Data is not protected,,,50:3e:aa:e3:1f:be,,"Present,Absent,Absent",,,,-33 dBm,,,13,,,,,,0.000024,0.000024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-32 dBm,-32 dBm,-33 dBm",,"Dec 10, 2020 21:53:29.420785000 GTB Standard Time",36.492543,,,13,2472MHz,,,FALSE,,,24,,,Not leaving DS or network is operating in AD-HOC mode (To DS: 0 From DS: 0),28\302\265s,13987883049\302\265s,13987883077\302\265s,,,,1607630009,,Frame is not being retransmitted,76,623,Control frame,,,56,,,,,,,,,13987883077,,No data buffered,,TRUE,,,,STA will stay up,β\234\223,"Present,Absent,Absent",13987883077,Data is not protected,,,50:3e:aa:e3:1f:be,,"Present,Absent,Absent",,,,-33 dBm,,,11,,,,,,0.00081,0.00081,,,0c:9d:92:54:fe:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-62 dBm,-62 dBm,-69 dBm",,"Dec 10, 2020 21:53:29.420789000 GTB Standard Time",36.492547,,,13,2472MHz,,,FALSE,,,24,,,Not leaving DS or network is operating in AD-HOC mode (To DS: 0 From DS: 0),28\302\265s,13987883092\302\265s,13987883120\302\265s,,,,1607630009,,Frame is not being retransmitted,70,624,Control frame,,,56,,,,,,,,,13987883120,,No data buffered,,TRUE,,,,STA will stay up,β\234\223,"Present,Absent,Absent",13987883120,Data is not protected,,,0c:9d:92:54:fe:30,,"Present,Absent,Absent",,,,-69 dBm,,,12,,,,,,0.000004,0.000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-32 dBm,-32 dBm,-33 dBm",,"Dec 10, 2020 21:53:29.421001000 GTB Standard Time",36.492759,,0c:9d:92:54:fe:30,13,2472MHz,20 MHz,,FALSE,,50:3e:aa:e3:1f:be,,,,Frame from DS to a STA via AP(To DS: 0 From DS: 1),,,,,,,1607630009,,Frame is not being retransmitted,335,625,Data frame,,,64,,,,,,,,β\234\223,,,No data buffered,,FALSE,,,,STA will stay up,β\234\223,"Absent,Absent,Absent",,Data is protected,,,50:3e:aa:e3:1f:be,,"Present,Absent,Absent",,,14,-33 dBm,00:0c:29:ec:72:02,,8,,,,,,0.000212,0.000212,,,0c:9d:92:54:fe:30,,,192.168.2.190,,,,192.168.2.239,UDP,,,,,,,,,,,,,,,,,,,,,63166,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-32 dBm,-32 dBm,-33 dBm",,"Dec 10, 2020 21:53:29.421009000 GTB Standard Time",36.492767,,,13,2472MHz,,,FALSE,,,24,,,Not leaving DS or network is operating in AD-HOC mode (To DS: 0 From DS: 0),28\302\265s,13987883269\302\265s,13987883297\302\265s,,,,1607630009,,Frame is not being retransmitted,76,626,Control frame,,,56,,,,,,,,,13987883297,,No data buffered,,TRUE,,,,STA will stay up,β\234\223,"Present,Absent,Absent",13987883297,Data is not protected,,,50:3e:aa:e3:1f:be,,"Present,Absent,Absent",,,,-33 dBm,,,11,,,,,,0.000008,0.000008,,,0c:9d:92:54:fe:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-62 dBm,-62 dBm,-70 dBm",,"Dec 10, 2020 21:53:29.421035000 GTB Standard Time",36.492793,,,13,2472MHz,,,FALSE,,,24,,,Not leaving DS or network is operating in AD-HOC mode (To DS: 0 From DS: 0),28\302\265s,13987883312\302\265s,13987883340\302\265s,,,,1607630009,,Frame is not being retransmitted,70,627,Control frame,,,56,,,,,,,,,13987883340,,No data buffered,,TRUE,,,,STA will stay up,β\234\223,"Present,Absent,Absent",13987883340,Data is not protected,,,0c:9d:92:54:fe:30,,"Present,Absent,Absent",,,,-70 dBm,,,12,,,,,,0.000026,0.000026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-32 dBm,-32 dBm,-33 dBm",,"Dec 10, 2020 21:53:29.421221000 GTB Standard Time",36.492979,,0c:9d:92:54:fe:30,13,2472MHz,20 MHz,,FALSE,,50:3e:aa:e3:1f:be,,,,Frame from DS to a STA via AP(To DS: 0 From DS: 1),,,,,,,1607630009,,Frame is being retransmitted,335,628,Data frame,,,64,,,,,,,,β\234\223,,,No data buffered,,FALSE,,,,STA will stay up,β\234\223,"Absent,Absent,Absent",,Data is protected,,,50:3e:aa:e3:1f:be,,"Present,Absent,Absent",,,14,-33 dBm,00:0c:29:ec:72:02,,8,,,,,,0.000186,0.000186,,,0c:9d:92:54:fe:30,,,192.168.2.190,,,,192.168.2.239,UDP,,,,,,,,,,,β\234\223,,,,,,,,,,63166,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sequence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Note,,,,,
"-32 dBm,-32 dBm,-33 dBm",,"Dec 10, 2020 21:53:29.421229000 GTB Standard Time",36.492987,,,13,2472MHz,,,FALSE,,,24,,,Not leaving DS or network is operating in AD-HOC mode (To DS: 0 From DS: 0),28\302\265s,13987883496\302\265s,13987883524\302\265s,,,,1607630009,,Frame is not being retransmitted,76,629,Control frame,,,56,,,,,,,,,13987883524,,No data buffered,,TRUE,,,,STA will stay up,β\234\223,"Present,Absent,Absent",13987883524,Data is not protected,,,50:3e:aa:e3:1f:be,,"Present,Absent,Absent",,,,-33 dBm,,,11,,,,,,0.000008,0.000008,,,0c:9d:92:54:fe:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-62 dBm,-62 dBm,-70 dBm",,"Dec 10, 2020 21:53:29.421255000 GTB Standard Time",36.493013,,,13,2472MHz,,,FALSE,,,24,,,Not leaving DS or network is operating in AD-HOC mode (To DS: 0 From DS: 0),28\302\265s,13987883540\302\265s,13987883568\302\265s,,,,1607630009,,Frame is not being retransmitted,70,630,Control frame,,,56,,,,,,,,,13987883568,,No data buffered,,TRUE,,,,STA will stay up,β\234\223,"Present,Absent,Absent",13987883568,Data is not protected,,,0c:9d:92:54:fe:30,,"Present,Absent,Absent",,,,-70 dBm,,,12,,,,,,0.000026,0.000026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
