Antenna signal,Address Resolution Protocol,Arrival Time,Time since reference or first frame,Beacon Interval,BSS Id,Channel Num,Channel Frequency,Channel Width,Code,Complementary Code Keying (CCK),Country Information,Destination address,Data rate (Mb/s),Dynamic Host Configuration Protocol,Direction,DS status,Duration,Duration Start,Duration End,EAPOL Key Length,EAPOL Length,EAPOL Type,Epoch Time,ESS capabilities,Flag Retry,Frame length on the wire,Frame Number,Frame Type,GTK,Hardware type,Header length,IBSS status,IGTK,KCK,Key Data Length,KEK,Key MIC,Key Nonce,Logical-Link Control,MAC timestamp,Message number,More Data,NetBIOS Name Service,Orthogonal Frequency-Division Multiplexing (OFDM),Opcode,OUI,PMKID,PWR MGT,Present flags,TSFT,TSF timestamp,Protected flag,Protocol type,Reason code,Receiver address,Replay Counter,RX flags,Sender IP address,Sender MAC address,Sequence number,Signal strength (dBm),Source address,SSID,Subtype,Tag length,Tag,Target IP address,Target MAC address,Time to live,Time delta from previous captured frame,Time delta from previous displayed frame,Timestamp value,Timestamp echo reply,Transmitter address,Checksum Status,Checksum Code,Destination IP Address,ICMPv6 Excluded Multicast Address,ICMPv6 Nonce,ICMPv6 Multicast Address Records,IPv4 Address,Protocol,Acknowledgment Flag,Bad Checksum,Destination Port,FIN Flag,PUSH Flag,RTO based on delta from frame,SEQ/ACK analysis,Suspected Retransmission,Suspected Out-of-Order,SYN Flag,tcp.analysis.reused_ports,TCP payload,TCP Analysis Flags,TCP Spurious Retransmission,TCP Sequence Number,TCP Sequence Number (raw),TCP Source Port,Time since first frame in TCP stream,Time since previous frame in TCP stream,Transaction ID DNS,Destination Port UDP,Source Port UDP,Account,Authenticated in Frame,Command,Data,Length,Data Offset,Domain,Error Code Type,Generic Execute,Generic Read,Generic Write,GUID Handle File,Header Length,Host SMBv2,Multiplex ID,NT Status,Previous Session Id,Process Id,ProtocolId,Request/Response,Security Signatures,Server Component,Session Flags,Session Id,Tree Id,Write Length,Write Request,TLS Algorithm,Connection ID,Content Type,Description [TLS Message],Length [TLS Message],Level [TLS Message],Application Data Protocol [TLS],Handshake Type [TLS],Session Ticket Length [TLS],Version [TLS],Additional RRs,Answer RRs,Authoritative,Authority RRs,Broadcast Address,Client hardware address padding,Client IP address,Client MAC address,Connection,Content length,Content-Type,Cookie DHCP,Cookie SSH,Date,DH GEX Max,DH GEX Min,DH GEX Number of Bits,DHCP Server Identifier,DNS Additional Data length,DNS Response Flag,DNS Retransmission Flag,DNS query retransmission,DNS Questions,Domain Name,Domain Name Server,File Data,Full request URI,Group,Host,Hardware type,Host key type length,Host key length,Last-Modified [HTTP],Location,Message Code,M-SEARCH*HTTP/1.1\\r\\n,Message type [DHCP],Name,Name Length,Next server IP address,Next request in frame,Next response in frame,Non-authenticated data,Opcode,Packet Length [SSH],Packet Length (encrypted)  [SSH],Padding Length [SSH],Padding String [SSH],Relay agent IP address,Request Method,Request in frame,Request URI,Request URI Path,Request URI Query,Request URI Query Parameter,Request Version,Response line,Response Version,Response in frame,Response Phrase,Router,Server,Severity level,Status Code,Status Code Description,Supported Protocol,Time since request [HTTP],Transaction ID [DHCP]
"-33 dBm,-33 dBm,-36 dBm",,"Dec 10, 2020 21:54:47.798440000 GTB Standard Time",114.870198,,0c:9d:92:54:fe:30,13,2472MHz,,,TRUE,Vendor Specific,00:c0:ca:a8:26:3e,1,,,Frame from DS to a STA via AP(To DS: 0 From DS: 1),1464\302\265s,14066256804\302\265s,14066258268\302\265s,16,117,Key,1607630088,,Frame is not being retransmitted,215,118094,Data frame,,,56,,,,22,,0,9e5d5ead9d59c2e32660241401080c2fcf6db1e195a285d6a700677409f08da8,β\234\223,14066258268,1,No data buffered,,FALSE,,00:0f:ac (Ieee 802.11),7608fec7e1869b657a03dca803f3a023,STA will stay up,β\234\223,"Present,Absent,Absent",14066258268,Data is not protected,,,00:c0:ca:a8:26:3e,2,"Present,Absent,Absent",,,8,-36 dBm,0c:9d:92:54:fe:30,,8,20,β\234\223,,,,0.001502,0.001502,,,0c:9d:92:54:fe:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-33 dBm,-33 dBm,-37 dBm",,"Dec 10, 2020 21:54:47.823970000 GTB Standard Time",114.895728,,0c:9d:92:54:fe:30,13,2472MHz,,,TRUE,"RSN Information,Vendor Specific,Vendor Specific",00:c0:ca:a8:26:3e,1,,,Frame from DS to a STA via AP(To DS: 0 From DS: 1),1992\302\265s,14066281300\302\265s,14066283292\302\265s,16,183,Key,1607630088,,Frame is not being retransmitted,281,118338,Data frame,36f8c9e267a4ab1e978f0957f43a6791,,56,,50c3c20dff273e88bfc9f26a4d459117,7878e43661ca1aaf2e684ee8ecf6468c,88,a0c62d617b3e0508a50ce8668ebac3f8,2fdcbe1713264782bd1f34f85fad4604,9e5d5ead9d59c2e32660241401080c2fcf6db1e195a285d6a700677409f08da8,β\234\223,14066283292,3,No data buffered,,FALSE,,"00:0f:ac (Ieee 802.11),00:0f:ac (Ieee 802.11)",,STA will stay up,β\234\223,"Present,Absent,Absent",14066283292,Data is not protected,,,00:c0:ca:a8:26:3e,3,"Present,Absent,Absent",,,9,-37 dBm,0c:9d:92:54:fe:30,,8,"20,22,28",β\234\223,,,,0.003868,0.003868,,,0c:9d:92:54:fe:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-36 dBm,-36 dBm,-40 dBm",,"Dec 10, 2020 21:54:59.049459000 GTB Standard Time",126.121217,,0c:9d:92:54:fe:30,13,2472MHz,,,TRUE,Vendor Specific,00:c0:ca:a8:29:56,1,,,Frame from DS to a STA via AP(To DS: 0 From DS: 1),1464\302\265s,14077507711\302\265s,14077509175\302\265s,16,117,Key,1607630099,,Frame is not being retransmitted,215,129425,Data frame,,,56,,,,22,,0,9e5d5ead9d59c2e32660241401080c2fcf6db1e195a285d6a700677409f08da9,β\234\223,14077509175,1,No data buffered,,FALSE,,00:0f:ac (Ieee 802.11),91f4c69d50cf2ddab745a15f89f50d8d,STA will stay up,β\234\223,"Present,Absent,Absent",14077509175,Data is not protected,,,00:c0:ca:a8:29:56,3,"Present,Absent,Absent",,,13,-40 dBm,0c:9d:92:54:fe:30,,8,20,β\234\223,,,,0.001474,0.001474,,,0c:9d:92:54:fe:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-36 dBm,-36 dBm,-40 dBm",,"Dec 10, 2020 21:54:59.058362000 GTB Standard Time",126.13012,,0c:9d:92:54:fe:30,13,2472MHz,,,TRUE,"RSN Information,Vendor Specific,Vendor Specific",00:c0:ca:a8:29:56,1,,,Frame from DS to a STA via AP(To DS: 0 From DS: 1),1992\302\265s,14077515543\302\265s,14077517535\302\265s,16,183,Key,1607630099,,Frame is not being retransmitted,281,129429,Data frame,36f8c9e267a4ab1e978f0957f43a6791,,56,,50c3c20dff273e88bfc9f26a4d459117,047509aad9a67cd6c295642be4a9cd2e,88,e155150fa84ffe0d5ada4d3c8e256d54,acb84416b2eba1330defe7fccc7c1297,9e5d5ead9d59c2e32660241401080c2fcf6db1e195a285d6a700677409f08da9,β\234\223,14077517535,3,No data buffered,,FALSE,,"00:0f:ac (Ieee 802.11),00:0f:ac (Ieee 802.11)",,STA will stay up,β\234\223,"Present,Absent,Absent",14077517535,Data is not protected,,,00:c0:ca:a8:29:56,4,"Present,Absent,Absent",,,14,-40 dBm,0c:9d:92:54:fe:30,,8,"20,22,28",β\234\223,,,,0.003236,0.003236,,,0c:9d:92:54:fe:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-31 dBm,-31 dBm,-36 dBm",,"Dec 10, 2020 21:55:14.679821000 GTB Standard Time",141.751579,,0c:9d:92:54:fe:30,13,2472MHz,,,TRUE,Vendor Specific,a4:b1:c1:91:4c:72,1,,,Frame from DS to a STA via AP(To DS: 0 From DS: 1),1464\302\265s,14093137863\302\265s,14093139327\302\265s,16,117,Key,1607630115,,Frame is not being retransmitted,215,134162,Data frame,,,56,,,,22,,0,9e5d5ead9d59c2e32660241401080c2fcf6db1e195a285d6a700677409f08daa,β\234\223,14093139327,1,No data buffered,,FALSE,,00:0f:ac (Ieee 802.11),693182da1d0b60547258203adb7ce061,STA will stay up,β\234\223,"Present,Absent,Absent",14093139327,Data is not protected,,,a4:b1:c1:91:4c:72,1,"Present,Absent,Absent",,,7,-36 dBm,0c:9d:92:54:fe:30,,8,20,β\234\223,,,,0.001505,0.001505,,,0c:9d:92:54:fe:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-30 dBm,-30 dBm,-35 dBm",,"Dec 10, 2020 21:55:14.698587000 GTB Standard Time",141.770345,,0c:9d:92:54:fe:30,13,2472MHz,,,TRUE,"RSN Information,Vendor Specific,Vendor Specific",a4:b1:c1:91:4c:72,1,,,Frame from DS to a STA via AP(To DS: 0 From DS: 1),1992\302\265s,14093155578\302\265s,14093157570\302\265s,16,183,Key,1607630115,,Frame is not being retransmitted,281,134195,Data frame,36f8c9e267a4ab1e978f0957f43a6791,,56,,50c3c20dff273e88bfc9f26a4d459117,334c7aa678198a86141d3acf3d4cd141,88,5778c91aa9a323f92f1927f07365eff8,3990be078a2f1990fa76f2edf3ab21a2,9e5d5ead9d59c2e32660241401080c2fcf6db1e195a285d6a700677409f08daa,β\234\223,14093157570,3,No data buffered,,FALSE,,"00:0f:ac (Ieee 802.11),00:0f:ac (Ieee 802.11)",,STA will stay up,β\234\223,"Present,Absent,Absent",14093157570,Data is not protected,,,a4:b1:c1:91:4c:72,2,"Present,Absent,Absent",,,8,-35 dBm,0c:9d:92:54:fe:30,,8,"20,22,28",β\234\223,,,,0.007457,0.007457,,,0c:9d:92:54:fe:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-30 dBm,-30 dBm,-35 dBm",,"Dec 10, 2020 21:55:14.709535000 GTB Standard Time",141.781293,,0c:9d:92:54:fe:30,13,2472MHz,,,TRUE,"RSN Information,Vendor Specific,Vendor Specific",a4:b1:c1:91:4c:72,1,,,Frame from DS to a STA via AP(To DS: 0 From DS: 1),1992\302\265s,14093166538\302\265s,14093168530\302\265s,16,183,Key,1607630115,,Frame is being retransmitted,281,134197,Data frame,36f8c9e267a4ab1e978f0957f43a6791,,56,,50c3c20dff273e88bfc9f26a4d459117,334c7aa678198a86141d3acf3d4cd141,88,5778c91aa9a323f92f1927f07365eff8,3990be078a2f1990fa76f2edf3ab21a2,9e5d5ead9d59c2e32660241401080c2fcf6db1e195a285d6a700677409f08daa,β\234\223,14093168530,3,No data buffered,,FALSE,,"00:0f:ac (Ieee 802.11),00:0f:ac (Ieee 802.11)",,STA will stay up,β\234\223,"Present,Absent,Absent",14093168530,Data is not protected,,,a4:b1:c1:91:4c:72,2,"Present,Absent,Absent",,,8,-35 dBm,0c:9d:92:54:fe:30,,8,"20,22,28",β\234\223,,,,0.003374,0.003374,,,0c:9d:92:54:fe:30,,,,,,,,,,,,,,,,,,,β\234\223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sequence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Note,,,,,
"-37 dBm,-49 dBm,-37 dBm",,"Dec 10, 2020 21:55:27.016075000 GTB Standard Time",154.087833,,0c:9d:92:54:fe:30,13,2472MHz,,,TRUE,Vendor Specific,88:66:a5:55:a2:d4,1,,,Frame from DS to a STA via AP(To DS: 0 From DS: 1),1464\302\265s,14105473960\302\265s,14105475424\302\265s,16,117,Key,1607630127,,Frame is not being retransmitted,215,134779,Data frame,,,56,,,,22,,0,9e5d5ead9d59c2e32660241401080c2fcf6db1e195a285d6a700677409f08dab,β\234\223,14105475424,1,No data buffered,,FALSE,,00:0f:ac (Ieee 802.11),67cb698cdc103a4bb372e03811bb526f,STA will stay up,β\234\223,"Present,Absent,Absent",14105475424,Data is not protected,,,88:66:a5:55:a2:d4,6,"Present,Absent,Absent",,,9,-37 dBm,0c:9d:92:54:fe:30,,8,20,β\234\223,,,,0.003238,0.003238,,,0c:9d:92:54:fe:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-36 dBm,-46 dBm,-36 dBm",,"Dec 10, 2020 21:55:27.030653000 GTB Standard Time",154.102411,,0c:9d:92:54:fe:30,13,2472MHz,,,TRUE,"RSN Information,Vendor Specific,Vendor Specific",88:66:a5:55:a2:d4,1,,,Frame from DS to a STA via AP(To DS: 0 From DS: 1),1992\302\265s,14105487456\302\265s,14105489448\302\265s,16,183,Key,1607630127,,Frame is not being retransmitted,281,134783,Data frame,36f8c9e267a4ab1e978f0957f43a6791,,56,,50c3c20dff273e88bfc9f26a4d459117,63dd6b7e7fce248b43df8d52066d989c,88,4918457c7ce4be55b91eb19d81c96ad7,539f0e023bee5cb22ebb46df1c0d509a,9e5d5ead9d59c2e32660241401080c2fcf6db1e195a285d6a700677409f08dab,β\234\223,14105489448,3,No data buffered,,FALSE,,"00:0f:ac (Ieee 802.11),00:0f:ac (Ieee 802.11)",,STA will stay up,β\234\223,"Present,Absent,Absent",14105489448,Data is not protected,,,88:66:a5:55:a2:d4,7,"Present,Absent,Absent",,,10,-36 dBm,0c:9d:92:54:fe:30,,8,"20,22,28",β\234\223,,,,0.012216,0.012216,,,0c:9d:92:54:fe:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-37 dBm,-41 dBm,-37 dBm",,"Dec 10, 2020 21:55:34.130424000 GTB Standard Time",161.202182,,0c:9d:92:54:fe:30,13,2472MHz,,,TRUE,Vendor Specific,b4:ce:40:c8:33:81,1,,,Frame from DS to a STA via AP(To DS: 0 From DS: 1),1464\302\265s,14112588201\302\265s,14112589665\302\265s,16,117,Key,1607630134,,Frame is not being retransmitted,215,136548,Data frame,,,56,,,,22,,0,9e5d5ead9d59c2e32660241401080c2fcf6db1e195a285d6a700677409f08dac,β\234\223,14112589665,1,No data buffered,,FALSE,,00:0f:ac (Ieee 802.11),1a0787da04bdf8198cc4cfc431f9ba3f,STA will stay up,β\234\223,"Present,Absent,Absent",14112589665,Data is not protected,,,b4:ce:40:c8:33:81,2,"Present,Absent,Absent",,,9,-37 dBm,0c:9d:92:54:fe:30,,8,20,β\234\223,,,,0.001502,0.001502,,,0c:9d:92:54:fe:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-37 dBm,-39 dBm,-37 dBm",,"Dec 10, 2020 21:55:34.148836000 GTB Standard Time",161.220594,,0c:9d:92:54:fe:30,13,2472MHz,,,TRUE,"RSN Information,Vendor Specific,Vendor Specific",b4:ce:40:c8:33:81,1,,,Frame from DS to a STA via AP(To DS: 0 From DS: 1),1992\302\265s,14112605554\302\265s,14112607546\302\265s,16,183,Key,1607630134,,Frame is not being retransmitted,281,136552,Data frame,36f8c9e267a4ab1e978f0957f43a6791,,56,,50c3c20dff273e88bfc9f26a4d459117,6d17129fee42bb550f05d812dc525908,88,d25960c66ab3a1a78faff960f18ca022,0c6323df2dd25f34813f9e33daa9f408,9e5d5ead9d59c2e32660241401080c2fcf6db1e195a285d6a700677409f08dac,β\234\223,14112607546,3,No data buffered,,FALSE,,"00:0f:ac (Ieee 802.11),00:0f:ac (Ieee 802.11)",,STA will stay up,β\234\223,"Present,Absent,Absent",14112607546,Data is not protected,,,b4:ce:40:c8:33:81,3,"Present,Absent,Absent",,,10,-37 dBm,0c:9d:92:54:fe:30,,8,"20,22,28",β\234\223,,,,0.011092,0.011092,,,0c:9d:92:54:fe:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-37 dBm,-41 dBm,-37 dBm",,"Dec 10, 2020 21:55:35.750163000 GTB Standard Time",162.821921,,0c:9d:92:54:fe:30,13,2472MHz,,,TRUE,Vendor Specific,a4:08:ea:2a:9a:01,1,,,Frame from DS to a STA via AP(To DS: 0 From DS: 1),1464\302\265s,14114207904\302\265s,14114209368\302\265s,16,117,Key,1607630136,,Frame is not being retransmitted,215,136939,Data frame,,,56,,,,22,,0,9e5d5ead9d59c2e32660241401080c2fcf6db1e195a285d6a700677409f08dad,β\234\223,14114209368,1,No data buffered,,FALSE,,00:0f:ac (Ieee 802.11),b7b3c138976fb8b64adcba8ea5e464f7,STA will stay up,β\234\223,"Present,Absent,Absent",14114209368,Data is not protected,,,a4:08:ea:2a:9a:01,1,"Present,Absent,Absent",,,12,-37 dBm,0c:9d:92:54:fe:30,,8,20,β\234\223,,,,0.001505,0.001505,,,0c:9d:92:54:fe:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-37 dBm,-41 dBm,-37 dBm",,"Dec 10, 2020 21:55:35.769038000 GTB Standard Time",162.840796,,0c:9d:92:54:fe:30,13,2472MHz,,,TRUE,"RSN Information,Vendor Specific,Vendor Specific",a4:08:ea:2a:9a:01,1,,,Frame from DS to a STA via AP(To DS: 0 From DS: 1),1992\302\265s,14114225738\302\265s,14114227730\302\265s,16,183,Key,1607630136,,Frame is not being retransmitted,281,136943,Data frame,36f8c9e267a4ab1e978f0957f43a6791,,56,,50c3c20dff273e88bfc9f26a4d459117,ef83be15855f1f50025b8594421bf1d5,88,2effc7f25cf6bbe36f86ae097cc45cf7,a319740aae859b1a374ef1ea74881d9c,9e5d5ead9d59c2e32660241401080c2fcf6db1e195a285d6a700677409f08dad,β\234\223,14114227730,3,No data buffered,,FALSE,,"00:0f:ac (Ieee 802.11),00:0f:ac (Ieee 802.11)",,STA will stay up,β\234\223,"Present,Absent,Absent",14114227730,Data is not protected,,,a4:08:ea:2a:9a:01,2,"Present,Absent,Absent",,,13,-37 dBm,0c:9d:92:54:fe:30,,8,"20,22,28",β\234\223,,,,0.007315,0.007315,,,0c:9d:92:54:fe:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
