Antenna signal,Address Resolution Protocol,Arrival Time,Time since reference or first frame,Beacon Interval,BSS Id,Channel Num,Channel Frequency,Channel Width,Code,Complementary Code Keying (CCK),Country Information,Destination address,Data rate (Mb/s),Dynamic Host Configuration Protocol,Direction,DS status,Duration,Duration Start,Duration End,EAPOL Key Length,EAPOL Length,EAPOL Type,Epoch Time,ESS capabilities,Flag Retry,Frame length on the wire,Frame Number,Frame Type,GTK,Hardware type,Header length,IBSS status,IGTK,KCK,Key Data Length,KEK,Key MIC,Key Nonce,Logical-Link Control,MAC timestamp,Message number,More Data,NetBIOS Name Service,Orthogonal Frequency-Division Multiplexing (OFDM),Opcode,OUI,PMKID,PWR MGT,Present flags,TSFT,TSF timestamp,Protected flag,Protocol type,Reason code,Receiver address,Replay Counter,RX flags,Sender IP address,Sender MAC address,Sequence number,Signal strength (dBm),Source address,SSID,Subtype,Tag length,Tag,Target IP address,Target MAC address,Time to live,Time delta from previous captured frame,Time delta from previous displayed frame,Timestamp value,Timestamp echo reply,Transmitter address,Checksum Status,Checksum Code,Destination IP Address,ICMPv6 Excluded Multicast Address,ICMPv6 Nonce,ICMPv6 Multicast Address Records,IPv4 Address,Protocol,Acknowledgment Flag,Bad Checksum,Destination Port,FIN Flag,PUSH Flag,RTO based on delta from frame,SEQ/ACK analysis,Suspected Retransmission,Suspected Out-of-Order,SYN Flag,tcp.analysis.reused_ports,TCP payload,TCP Analysis Flags,TCP Spurious Retransmission,TCP Sequence Number,TCP Sequence Number (raw),TCP Source Port,Time since first frame in TCP stream,Time since previous frame in TCP stream,Transaction ID DNS,Destination Port UDP,Source Port UDP,Account,Authenticated in Frame,Command,Data,Length,Data Offset,Domain,Error Code Type,Generic Execute,Generic Read,Generic Write,GUID Handle File,Header Length,Host SMBv2,Multiplex ID,NT Status,Previous Session Id,Process Id,ProtocolId,Request/Response,Security Signatures,Server Component,Session Flags,Session Id,Tree Id,Write Length,Write Request,TLS Algorithm,Connection ID,Content Type,Description [TLS Message],Length [TLS Message],Level [TLS Message],Application Data Protocol [TLS],Handshake Type [TLS],Session Ticket Length [TLS],Version [TLS],Additional RRs,Answer RRs,Authoritative,Authority RRs,Broadcast Address,Client hardware address padding,Client IP address,Client MAC address,Connection,Content length,Content-Type,Cookie DHCP,Cookie SSH,Date,DH GEX Max,DH GEX Min,DH GEX Number of Bits,DHCP Server Identifier,DNS Additional Data length,DNS Response Flag,DNS Retransmission Flag,DNS query retransmission,DNS Questions,Domain Name,Domain Name Server,File Data,Full request URI,Group,Host,Hardware type,Host key type length,Host key length,Last-Modified [HTTP],Location,Message Code,M-SEARCH*HTTP/1.1\\r\\n,Message type [DHCP],Name,Name Length,Next server IP address,Next request in frame,Next response in frame,Non-authenticated data,Opcode,Packet Length [SSH],Packet Length (encrypted)  [SSH],Padding Length [SSH],Padding String [SSH],Relay agent IP address,Request Method,Request in frame,Request URI,Request URI Path,Request URI Query,Request URI Query Parameter,Request Version,Response line,Response Version,Response in frame,Response Phrase,Router,Server,Severity level,Status Code,Status Code Description,Supported Protocol,Time since request [HTTP],Transaction ID [DHCP]
"-30 dBm,-38 dBm,-30 dBm",,"Dec 13, 2020 20:52:24.177927000 GTB Standard Time",11.878603,0.102400 [Seconds],0c:9d:92:54:fe:34,36,5180MHz,,DE,FALSE,"SSID parameter set,Supported Rates,Traffic Indication Map (TIM),Country Information,Power Constraint,TPC Report,RSN Information,QBSS Load Element,HT Capabilities (802.11n D1.10),HT Information (802.11n D1.10),Extended Capabilities,VHT Capabilities,VHT Ope",ff:ff:ff:ff:ff:ff,6,,,Not leaving DS or network is operating in AD-HOC mode (To DS: 0 From DS: 0),408\302\265s,34896121909\302\265s,34896122317\302\265s,,,,1607885544,Transmitter is an AP,Frame is not being retransmitted,342,180,Management frame,,,56,Transmitter belongs to a BSS,,,,,,,,34896122317,,No data buffered,,TRUE,,"00:10:18 (Broadcom),00:50:f2 (Microsoft Corp.)",,STA will stay up,β\234\223,"Present,Absent,Absent",34896122317,Data is not protected,,,ff:ff:ff:ff:ff:ff,,"Present,Absent,Absent",,,3208,-30 dBm,0c:9d:92:54:fe:34,ASUS_5G,8,"7,8,4,52,1,2,20,5,26,22,8,12,5,2,9,24,5",β\234\223,,,,0.102403,0.102403,,,0c:9d:92:54:fe:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-30 dBm,-38 dBm,-30 dBm",,"Dec 13, 2020 20:52:24.280342000 GTB Standard Time",11.981018,0.102400 [Seconds],0c:9d:92:54:fe:34,36,5180MHz,,DE,FALSE,"SSID parameter set,Supported Rates,Traffic Indication Map (TIM),Country Information,Power Constraint,TPC Report,RSN Information,QBSS Load Element,HT Capabilities (802.11n D1.10),HT Information (802.11n D1.10),Extended Capabilities,VHT Capabilities,VHT Ope",ff:ff:ff:ff:ff:ff,6,,,Not leaving DS or network is operating in AD-HOC mode (To DS: 0 From DS: 0),408\302\265s,34896224313\302\265s,34896224721\302\265s,,,,1607885544,Transmitter is an AP,Frame is not being retransmitted,342,181,Management frame,,,56,Transmitter belongs to a BSS,,,,,,,,34896224721,,No data buffered,,TRUE,,"00:10:18 (Broadcom),00:50:f2 (Microsoft Corp.)",,STA will stay up,β\234\223,"Present,Absent,Absent",34896224721,Data is not protected,,,ff:ff:ff:ff:ff:ff,,"Present,Absent,Absent",,,3209,-30 dBm,0c:9d:92:54:fe:34,ASUS_5G,8,"7,8,4,52,1,2,20,5,26,22,8,12,5,2,9,24,5",β\234\223,,,,0.102415,0.102415,,,0c:9d:92:54:fe:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-30 dBm,-38 dBm,-30 dBm",β\234\223,"Dec 13, 2020 20:52:24.316944000 GTB Standard Time",12.01762,,0c:9d:92:54:fe:34,36,5180MHz,,,FALSE,,ff:ff:ff:ff:ff:ff,6,,,Frame from DS to a STA via AP(To DS: 0 From DS: 1),156\302\265s,34896261439\302\265s,34896261595\302\265s,,,,1607885544,,Frame is not being retransmitted,154,182,Data frame,,Ethernet,56,,,,,,,,β\234\223,34896261595,,No data buffered,,TRUE,request,,,STA will stay up,β\234\223,"Present,Absent,Absent",34896261595,Data is protected,IPv4,,ff:ff:ff:ff:ff:ff,,"Present,Absent,Absent",192.168.2.130,00:0c:29:cf:08:aa,3210,-30 dBm,00:0c:29:cf:08:aa,,0,,,192.168.2.254,00:00:00:00:00:00,,0.036602,0.036602,,,0c:9d:92:54:fe:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-30 dBm,-38 dBm,-30 dBm",β\234\223,"Dec 13, 2020 20:52:24.320539000 GTB Standard Time",12.021215,,0c:9d:92:54:fe:34,36,5180MHz,,,FALSE,,ff:ff:ff:ff:ff:ff,6,,,Frame from DS to a STA via AP(To DS: 0 From DS: 1),132\302\265s,34896265093\302\265s,34896265225\302\265s,,,,1607885544,,Frame is not being retransmitted,136,183,Data frame,,Ethernet,56,,,,,,,,β\234\223,34896265225,,No data buffered,,TRUE,request,,,STA will stay up,β\234\223,"Present,Absent,Absent",34896265225,Data is protected,IPv4,,ff:ff:ff:ff:ff:ff,,"Present,Absent,Absent",192.168.2.1,0c:9d:92:54:fe:30,3211,-30 dBm,0c:9d:92:54:fe:30,,0,,,192.168.2.184,00:00:00:00:00:00,,0.003595,0.003595,,,0c:9d:92:54:fe:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-30 dBm,-38 dBm,-30 dBm",,"Dec 13, 2020 20:52:24.382744000 GTB Standard Time",12.08342,0.102400 [Seconds],0c:9d:92:54:fe:34,36,5180MHz,,DE,FALSE,"SSID parameter set,Supported Rates,Traffic Indication Map (TIM),Country Information,Power Constraint,TPC Report,RSN Information,QBSS Load Element,HT Capabilities (802.11n D1.10),HT Information (802.11n D1.10),Extended Capabilities,VHT Capabilities,VHT Ope",ff:ff:ff:ff:ff:ff,6,,,Not leaving DS or network is operating in AD-HOC mode (To DS: 0 From DS: 0),408\302\265s,34896326724\302\265s,34896327132\302\265s,,,,1607885544,Transmitter is an AP,Frame is not being retransmitted,342,184,Management frame,,,56,Transmitter belongs to a BSS,,,,,,,,34896327132,,No data buffered,,TRUE,,"00:10:18 (Broadcom),00:50:f2 (Microsoft Corp.)",,STA will stay up,β\234\223,"Present,Absent,Absent",34896327132,Data is not protected,,,ff:ff:ff:ff:ff:ff,,"Present,Absent,Absent",,,3212,-30 dBm,0c:9d:92:54:fe:34,ASUS_5G,8,"7,8,4,52,1,2,20,5,26,22,8,12,5,2,9,24,5",β\234\223,,,,0.062205,0.062205,,,0c:9d:92:54:fe:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-30 dBm,-38 dBm,-30 dBm",,"Dec 13, 2020 20:52:24.485149000 GTB Standard Time",12.185825,0.102400 [Seconds],0c:9d:92:54:fe:34,36,5180MHz,,DE,FALSE,"SSID parameter set,Supported Rates,Traffic Indication Map (TIM),Country Information,Power Constraint,TPC Report,RSN Information,QBSS Load Element,HT Capabilities (802.11n D1.10),HT Information (802.11n D1.10),Extended Capabilities,VHT Capabilities,VHT Ope",ff:ff:ff:ff:ff:ff,6,,,Not leaving DS or network is operating in AD-HOC mode (To DS: 0 From DS: 0),408\302\265s,34896429100\302\265s,34896429508\302\265s,,,,1607885544,Transmitter is an AP,Frame is not being retransmitted,342,185,Management frame,,,56,Transmitter belongs to a BSS,,,,,,,,34896429508,,No data buffered,,TRUE,,"00:10:18 (Broadcom),00:50:f2 (Microsoft Corp.)",,STA will stay up,β\234\223,"Present,Absent,Absent",34896429508,Data is not protected,,,ff:ff:ff:ff:ff:ff,,"Present,Absent,Absent",,,3213,-30 dBm,0c:9d:92:54:fe:34,ASUS_5G,8,"7,8,4,52,1,2,20,5,26,22,8,12,5,2,9,24,5",β\234\223,,,,0.102405,0.102405,,,0c:9d:92:54:fe:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-30 dBm,-38 dBm,-30 dBm",β\234\223,"Dec 13, 2020 20:52:24.500517000 GTB Standard Time",12.201193,,0c:9d:92:54:fe:34,36,5180MHz,,,FALSE,,ff:ff:ff:ff:ff:ff,6,,,Frame from DS to a STA via AP(To DS: 0 From DS: 1),132\302\265s,34896445073\302\265s,34896445205\302\265s,,,,1607885545,,Frame is not being retransmitted,136,186,Data frame,,Ethernet,56,,,,,,,,β\234\223,34896445205,,No data buffered,,TRUE,request,,,STA will stay up,β\234\223,"Present,Absent,Absent",34896445205,Data is protected,IPv4,,ff:ff:ff:ff:ff:ff,,"Present,Absent,Absent",192.168.2.1,0c:9d:92:54:fe:30,3214,-30 dBm,0c:9d:92:54:fe:30,,0,,,192.168.2.160,00:00:00:00:00:00,,0.015368,0.015368,,,0c:9d:92:54:fe:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-31 dBm,-38 dBm,-31 dBm",,"Dec 13, 2020 20:52:24.587530000 GTB Standard Time",12.288206,0.102400 [Seconds],0c:9d:92:54:fe:34,36,5180MHz,,DE,FALSE,"SSID parameter set,Supported Rates,Traffic Indication Map (TIM),Country Information,Power Constraint,TPC Report,RSN Information,QBSS Load Element,HT Capabilities (802.11n D1.10),HT Information (802.11n D1.10),Extended Capabilities,VHT Capabilities,VHT Ope",ff:ff:ff:ff:ff:ff,6,,,Not leaving DS or network is operating in AD-HOC mode (To DS: 0 From DS: 0),408\302\265s,34896531499\302\265s,34896531907\302\265s,,,,1607885545,Transmitter is an AP,Frame is not being retransmitted,342,187,Management frame,,,56,Transmitter belongs to a BSS,,,,,,,,34896531907,,No data buffered,,TRUE,,"00:10:18 (Broadcom),00:50:f2 (Microsoft Corp.)",,STA will stay up,β\234\223,"Present,Absent,Absent",34896531907,Data is not protected,,,ff:ff:ff:ff:ff:ff,,"Present,Absent,Absent",,,3215,-31 dBm,0c:9d:92:54:fe:34,ASUS_5G,8,"7,8,4,52,1,2,20,5,26,22,8,12,5,2,9,24,5",β\234\223,,,,0.087013,0.087013,,,0c:9d:92:54:fe:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-31 dBm,-38 dBm,-31 dBm",β\234\223,"Dec 13, 2020 20:52:24.650554000 GTB Standard Time",12.35123,,0c:9d:92:54:fe:34,36,5180MHz,,,FALSE,,ff:ff:ff:ff:ff:ff,6,,,Frame from DS to a STA via AP(To DS: 0 From DS: 1),132\302\265s,34896595121\302\265s,34896595253\302\265s,,,,1607885545,,Frame is not being retransmitted,136,188,Data frame,,Ethernet,56,,,,,,,,β\234\223,34896595253,,No data buffered,,TRUE,request,,,STA will stay up,β\234\223,"Present,Absent,Absent",34896595253,Data is protected,IPv4,,ff:ff:ff:ff:ff:ff,,"Present,Absent,Absent",192.168.2.1,0c:9d:92:54:fe:30,3216,-31 dBm,0c:9d:92:54:fe:30,,0,,,192.168.2.248,00:00:00:00:00:00,,0.063024,0.063024,,,0c:9d:92:54:fe:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-31 dBm,-38 dBm,-31 dBm",,"Dec 13, 2020 20:52:24.689958000 GTB Standard Time",12.390634,0.102400 [Seconds],0c:9d:92:54:fe:34,36,5180MHz,,DE,FALSE,"SSID parameter set,Supported Rates,Traffic Indication Map (TIM),Country Information,Power Constraint,TPC Report,RSN Information,QBSS Load Element,HT Capabilities (802.11n D1.10),HT Information (802.11n D1.10),Extended Capabilities,VHT Capabilities,VHT Ope",ff:ff:ff:ff:ff:ff,6,,,Not leaving DS or network is operating in AD-HOC mode (To DS: 0 From DS: 0),408\302\265s,34896633918\302\265s,34896634326\302\265s,,,,1607885545,Transmitter is an AP,Frame is not being retransmitted,342,189,Management frame,,,56,Transmitter belongs to a BSS,,,,,,,,34896634326,,No data buffered,,TRUE,,"00:10:18 (Broadcom),00:50:f2 (Microsoft Corp.)",,STA will stay up,β\234\223,"Present,Absent,Absent",34896634326,Data is not protected,,,ff:ff:ff:ff:ff:ff,,"Present,Absent,Absent",,,3217,-31 dBm,0c:9d:92:54:fe:34,ASUS_5G,8,"7,8,4,52,1,2,20,5,26,22,8,12,5,2,9,24,5",β\234\223,,,,0.039404,0.039404,,,0c:9d:92:54:fe:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-31 dBm,-38 dBm,-31 dBm",,"Dec 13, 2020 20:52:24.690529000 GTB Standard Time",12.391205,,0c:9d:92:54:fe:34,36,5180MHz,,,FALSE,,01:80:c2:00:00:00,6,,,Frame from DS to a STA via AP(To DS: 0 From DS: 1),136\302\265s,34896635087\302\265s,34896635223\302\265s,,,,1607885545,,Frame is not being retransmitted,138,190,Data frame,,,56,,,,,,,,β\234\223,34896635223,,No data buffered,,TRUE,,,,STA will stay up,β\234\223,"Present,Absent,Absent",34896635223,Data is protected,,,01:80:c2:00:00:00,,"Present,Absent,Absent",,,3218,-31 dBm,0c:9d:92:54:fe:34,,0,,,,,,0.000571,0.000571,,,0c:9d:92:54:fe:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-31 dBm,-38 dBm,-31 dBm",,"Dec 13, 2020 20:52:24.792324000 GTB Standard Time",12.493,0.102400 [Seconds],0c:9d:92:54:fe:34,36,5180MHz,,DE,FALSE,"SSID parameter set,Supported Rates,Traffic Indication Map (TIM),Country Information,Power Constraint,TPC Report,RSN Information,QBSS Load Element,HT Capabilities (802.11n D1.10),HT Information (802.11n D1.10),Extended Capabilities,VHT Capabilities,VHT Ope",ff:ff:ff:ff:ff:ff,6,,,Not leaving DS or network is operating in AD-HOC mode (To DS: 0 From DS: 0),408\302\265s,34896736299\302\265s,34896736707\302\265s,,,,1607885545,Transmitter is an AP,Frame is not being retransmitted,342,191,Management frame,,,56,Transmitter belongs to a BSS,,,,,,,,34896736707,,No data buffered,,TRUE,,"00:10:18 (Broadcom),00:50:f2 (Microsoft Corp.)",,STA will stay up,β\234\223,"Present,Absent,Absent",34896736707,Data is not protected,,,ff:ff:ff:ff:ff:ff,,"Present,Absent,Absent",,,3219,-31 dBm,0c:9d:92:54:fe:34,ASUS_5G,8,"7,8,4,52,1,2,20,5,26,22,8,12,5,2,9,24,5",β\234\223,,,,0.101795,0.101795,,,0c:9d:92:54:fe:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-31 dBm,-38 dBm,-31 dBm",,"Dec 13, 2020 20:52:24.894760000 GTB Standard Time",12.595436,0.102400 [Seconds],0c:9d:92:54:fe:34,36,5180MHz,,DE,FALSE,"SSID parameter set,Supported Rates,Traffic Indication Map (TIM),Country Information,Power Constraint,TPC Report,RSN Information,QBSS Load Element,HT Capabilities (802.11n D1.10),HT Information (802.11n D1.10),Extended Capabilities,VHT Capabilities,VHT Ope",ff:ff:ff:ff:ff:ff,6,,,Not leaving DS or network is operating in AD-HOC mode (To DS: 0 From DS: 0),408\302\265s,34896838712\302\265s,34896839120\302\265s,,,,1607885545,Transmitter is an AP,Frame is not being retransmitted,342,192,Management frame,,,56,Transmitter belongs to a BSS,,,,,,,,34896839120,,No data buffered,,TRUE,,"00:10:18 (Broadcom),00:50:f2 (Microsoft Corp.)",,STA will stay up,β\234\223,"Present,Absent,Absent",34896839120,Data is not protected,,,ff:ff:ff:ff:ff:ff,,"Present,Absent,Absent",,,3220,-31 dBm,0c:9d:92:54:fe:34,ASUS_5G,8,"7,8,4,52,1,2,20,5,26,22,8,12,5,2,9,24,5",β\234\223,,,,0.102436,0.102436,,,0c:9d:92:54:fe:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-31 dBm,-38 dBm,-31 dBm",,"Dec 13, 2020 20:52:24.997149000 GTB Standard Time",12.697825,0.102400 [Seconds],0c:9d:92:54:fe:34,36,5180MHz,,DE,FALSE,"SSID parameter set,Supported Rates,Traffic Indication Map (TIM),Country Information,Power Constraint,TPC Report,RSN Information,QBSS Load Element,HT Capabilities (802.11n D1.10),HT Information (802.11n D1.10),Extended Capabilities,VHT Capabilities,VHT Ope",ff:ff:ff:ff:ff:ff,6,,,Not leaving DS or network is operating in AD-HOC mode (To DS: 0 From DS: 0),408\302\265s,34896941116\302\265s,34896941524\302\265s,,,,1607885545,Transmitter is an AP,Frame is not being retransmitted,342,193,Management frame,,,56,Transmitter belongs to a BSS,,,,,,,,34896941524,,No data buffered,,TRUE,,"00:10:18 (Broadcom),00:50:f2 (Microsoft Corp.)",,STA will stay up,β\234\223,"Present,Absent,Absent",34896941524,Data is not protected,,,ff:ff:ff:ff:ff:ff,,"Present,Absent,Absent",,,3221,-31 dBm,0c:9d:92:54:fe:34,ASUS_5G,8,"7,8,4,52,1,2,20,5,26,22,8,12,5,2,9,24,5",β\234\223,,,,0.102389,0.102389,,,0c:9d:92:54:fe:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-31 dBm,-38 dBm,-31 dBm",,"Dec 13, 2020 20:52:25.099550000 GTB Standard Time",12.800226,0.102400 [Seconds],0c:9d:92:54:fe:34,36,5180MHz,,DE,FALSE,"SSID parameter set,Supported Rates,Traffic Indication Map (TIM),Country Information,Power Constraint,TPC Report,RSN Information,QBSS Load Element,HT Capabilities (802.11n D1.10),HT Information (802.11n D1.10),Extended Capabilities,VHT Capabilities,VHT Ope",ff:ff:ff:ff:ff:ff,6,,,Not leaving DS or network is operating in AD-HOC mode (To DS: 0 From DS: 0),408\302\265s,34897043500\302\265s,34897043908\302\265s,,,,1607885545,Transmitter is an AP,Frame is not being retransmitted,342,194,Management frame,,,56,Transmitter belongs to a BSS,,,,,,,,34897043908,,No data buffered,,TRUE,,"00:10:18 (Broadcom),00:50:f2 (Microsoft Corp.)",,STA will stay up,β\234\223,"Present,Absent,Absent",34897043908,Data is not protected,,,ff:ff:ff:ff:ff:ff,,"Present,Absent,Absent",,,3222,-31 dBm,0c:9d:92:54:fe:34,ASUS_5G,8,"7,8,4,52,1,2,20,5,26,22,8,12,5,2,9,24,5",β\234\223,,,,0.102401,0.102401,,,0c:9d:92:54:fe:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-31 dBm,-38 dBm,-31 dBm",β\234\223,"Dec 13, 2020 20:52:25.130542000 GTB Standard Time",12.831218,,0c:9d:92:54:fe:34,36,5180MHz,,,FALSE,,ff:ff:ff:ff:ff:ff,6,,,Frame from DS to a STA via AP(To DS: 0 From DS: 1),132\302\265s,34897075092\302\265s,34897075224\302\265s,,,,1607885545,,Frame is not being retransmitted,136,195,Data frame,,Ethernet,56,,,,,,,,β\234\223,34897075224,,No data buffered,,TRUE,request,,,STA will stay up,β\234\223,"Present,Absent,Absent",34897075224,Data is protected,IPv4,,ff:ff:ff:ff:ff:ff,,"Present,Absent,Absent",192.168.2.1,0c:9d:92:54:fe:30,3223,-31 dBm,0c:9d:92:54:fe:30,,0,,,192.168.2.73,00:00:00:00:00:00,,0.030992,0.030992,,,0c:9d:92:54:fe:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-31 dBm,-38 dBm,-31 dBm",,"Dec 13, 2020 20:52:25.201969000 GTB Standard Time",12.902645,0.102400 [Seconds],0c:9d:92:54:fe:34,36,5180MHz,,DE,FALSE,"SSID parameter set,Supported Rates,Traffic Indication Map (TIM),Country Information,Power Constraint,TPC Report,RSN Information,QBSS Load Element,HT Capabilities (802.11n D1.10),HT Information (802.11n D1.10),Extended Capabilities,VHT Capabilities,VHT Ope",ff:ff:ff:ff:ff:ff,6,,,Not leaving DS or network is operating in AD-HOC mode (To DS: 0 From DS: 0),408\302\265s,34897145921\302\265s,34897146329\302\265s,,,,1607885545,Transmitter is an AP,Frame is not being retransmitted,342,196,Management frame,,,56,Transmitter belongs to a BSS,,,,,,,,34897146329,,No data buffered,,TRUE,,"00:10:18 (Broadcom),00:50:f2 (Microsoft Corp.)",,STA will stay up,β\234\223,"Present,Absent,Absent",34897146329,Data is not protected,,,ff:ff:ff:ff:ff:ff,,"Present,Absent,Absent",,,3224,-31 dBm,0c:9d:92:54:fe:34,ASUS_5G,8,"7,8,4,52,1,2,20,5,26,22,8,12,5,2,9,24,5",β\234\223,,,,0.071427,0.071427,,,0c:9d:92:54:fe:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-31 dBm,-38 dBm,-31 dBm",,"Dec 13, 2020 20:52:25.304352000 GTB Standard Time",13.005028,0.102400 [Seconds],0c:9d:92:54:fe:34,36,5180MHz,,DE,FALSE,"SSID parameter set,Supported Rates,Traffic Indication Map (TIM),Country Information,Power Constraint,TPC Report,RSN Information,QBSS Load Element,HT Capabilities (802.11n D1.10),HT Information (802.11n D1.10),Extended Capabilities,VHT Capabilities,VHT Ope",ff:ff:ff:ff:ff:ff,6,,,Not leaving DS or network is operating in AD-HOC mode (To DS: 0 From DS: 0),408\302\265s,34897248316\302\265s,34897248724\302\265s,,,,1607885545,Transmitter is an AP,Frame is not being retransmitted,342,197,Management frame,,,56,Transmitter belongs to a BSS,,,,,,,,34897248724,,No data buffered,,TRUE,,"00:10:18 (Broadcom),00:50:f2 (Microsoft Corp.)",,STA will stay up,β\234\223,"Present,Absent,Absent",34897248724,Data is not protected,,,ff:ff:ff:ff:ff:ff,,"Present,Absent,Absent",,,3225,-31 dBm,0c:9d:92:54:fe:34,ASUS_5G,8,"7,8,4,52,1,2,20,5,26,22,8,12,5,2,9,24,5",β\234\223,,,,0.102383,0.102383,,,0c:9d:92:54:fe:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
